,boston | subsample | sketch_size = m/4 = 126 | residual_norms (median),boston | subsample | sketch_size = m/4 = 126 | residual_norms (1st quartile),boston | subsample | sketch_size = m/4 = 126 | residual_norms (3rd quartile),boston | gaussian | sketch_size = m/4 = 126 | residual_norms (median),boston | gaussian | sketch_size = m/4 = 126 | residual_norms (1st quartile),boston | gaussian | sketch_size = m/4 = 126 | residual_norms (3rd quartile),boston | count | sketch_size = m/4 = 126 | residual_norms (median),boston | count | sketch_size = m/4 = 126 | residual_norms (1st quartile),boston | count | sketch_size = m/4 = 126 | residual_norms (3rd quartile),boston | subcount | sketch_size = m/4 = 126 | residual_norms (median),boston | subcount | sketch_size = m/4 = 126 | residual_norms (1st quartile),boston | subcount | sketch_size = m/4 = 126 | residual_norms (3rd quartile),boston | hadamard | sketch_size = m/4 = 126 | residual_norms (median),boston | hadamard | sketch_size = m/4 = 126 | residual_norms (1st quartile),boston | hadamard | sketch_size = m/4 = 126 | residual_norms (3rd quartile)
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.8616863875077885,0.8461780819047489,0.8654264615961245,0.8606609266136089,0.8440239474281601,0.8699761335072622,0.8602050939626025,0.8577819139319646,0.8675107415919416,0.856818062774721,0.848328137257622,0.8645724688914488,0.8578336883893997,0.8471380935308672,0.873255703627953
2,0.7381023979980594,0.7335761486769478,0.7482705107821273,0.728244608892376,0.7099498157636155,0.7587855023996268,0.7526232407878375,0.7387178084036942,0.7613800597816709,0.7334961089171044,0.7120481791945861,0.7513989287882578,0.7521020518723798,0.7307872002849584,0.7609329499719699
3,0.6438513992121035,0.639665057396148,0.6465201698306927,0.625579466044415,0.6068275316263463,0.6481803669001974,0.6527363141425395,0.6375079726708396,0.6635493664433205,0.6297092152252179,0.6159549411424132,0.646033906757769,0.6426023937904567,0.6309057743460945,0.6534413923458926
4,0.544973687340373,0.5360498970956935,0.5620274011899866,0.5437464971705368,0.5289836787102067,0.5645336267331604,0.5576143722396063,0.5466386904000999,0.5662769197872675,0.5572471215568764,0.5357799457850928,0.570379039081381,0.5593517056441271,0.5475580932889554,0.5630679688689355
5,0.47031672474213226,0.46024153020002234,0.48059126975733785,0.4662444793712055,0.4515578090387602,0.4915035369669421,0.48249909087765464,0.46735057884461295,0.49550128746272004,0.48044881030463904,0.4629340849957998,0.49828134466785157,0.48513945275249515,0.47405143693193935,0.4954047353800383
6,0.4088550319655584,0.3893566674737538,0.41138089332015504,0.3994343262951173,0.38739916054754703,0.4273151337204013,0.41603410064230184,0.4048586291298139,0.42161794346799225,0.4222463777975833,0.40057248996992945,0.42715227576670467,0.41807895313139865,0.4118079748154391,0.42190010728801675
7,0.34127716274692543,0.3356283809880042,0.3513065233975708,0.34381829181365686,0.3292359530491798,0.3718384261824146,0.35923789576937226,0.3482167533108035,0.36550986181777845,0.355861880312483,0.33748022266314953,0.36282612503128314,0.360518981719585,0.3559821187575591,0.3649582708206012
8,0.2899233704610425,0.27852972905470263,0.31139067116150765,0.29781971146198954,0.289327672122561,0.31676640853728655,0.30881674587110497,0.30131209993765995,0.30966606740580915,0.31087368816911587,0.29547661338035813,0.31626155518422133,0.3154372420758923,0.3044360409065935,0.3184916730098903
9,0.25996520285901004,0.24410744523121472,0.26716989582559475,0.25682006267782576,0.24895080942469178,0.27251066479043956,0.2652359116835193,0.26163591478901815,0.27064378410218454,0.2706087583538844,0.2575894313707786,0.27303826310356544,0.26937128489685824,0.2629016553632403,0.27433300599912624
